Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2515,7195362,MK47,"2024-10-03 05:39:29",0.78229,12,mk4753491
2516,12684140,"Giorgio Martinelli","2024-09-30 15:43:53",0.78229,2,giorgiomartinelli2
2517,12649563,"Aitor Oianguren Asua","2024-09-30 15:12:48",0.78229,7,aitoroiangurenasua
2518,12685506,"Pedro Deniz","2024-10-01 22:24:46",0.78229,17,pedrodeniz4
2519,12686240,"Sappho Q","2024-10-01 02:28:05",0.78229,1,sapphoq
2520,12686481,"Yin Hou","2024-10-01 06:33:54",0.78229,3,yinhou
2521,5444966,kobe655218,"2024-10-04 10:37:26",0.78229,25,kobe655218
2522,12649609,"Plot Terrifiant","2024-10-03 14:29:07",0.78229,18,plotterrifiant
2523,12689707,"Connor Koh","2024-10-01 15:13:24",0.78229,1,connorkoh
2524,12685180,"Malory Couvet","2024-10-01 16:01:29",0.78229,3,malorycouvet
2525,12690001,"Nandita Bakka","2024-10-01 16:18:50",0.78229,1,nanditabakka
2526,12690255,"Abhishek Pujari","2024-10-01 17:19:06",0.78229,1,abhisheksinghpujari
2527,12690396,Strumin,"2024-10-01 17:50:44",0.78229,4,strumin
2528,12623928,"Abhi Shridhar","2024-10-02 07:22:41",0.78229,10,abhishridhar
2529,12692525,Monkey_D_Luffy,"2024-10-02 06:11:52",0.78229,1,mugiwarnoluffy
2530,12693408,"Raphael Schmetterling","2024-10-02 09:17:28",0.78229,1,raphaelschmetterling
2531,12694126,"Julian Grande","2024-10-03 16:06:11",0.78229,11,juliangran
2532,12694644,xuyuli,"2024-10-03 03:55:02",0.78229,6,xuyuli1222
2533,10865574,"Akshay Sawant #3","2024-10-02 15:58:28",0.78229,1,akshaysawant25
2534,12660370,"Paul Duplys","2024-10-06 18:42:39",0.78229,5,paulduplys
2535,12685351,"Eli Sheldon","2024-10-02 19:13:43",0.78229,10,elisheldon
2536,12696213,n2ak,"2024-10-02 20:00:49",0.78229,1,n2akjd
2537,12696333,Oliveira_Arthur,"2024-10-02 22:48:05",0.78229,7,oliveiraarthur
2538,12691545,"local Do Bronx enjoyer","2024-10-03 00:08:10",0.78229,2,cperosino
2539,12681490,"Ryoya Mizuki","2024-10-03 12:55:04",0.78229,11,ryoyamizuki
2540,12668267,nothing128,"2024-10-03 05:44:59",0.78229,15,nothing128
2541,12697543,moongi0320,"2024-10-11 09:28:56",0.78229,3,moongi0320
2542,12697765,NghiaTuan,"2024-10-03 06:03:35",0.78229,1,nghiatuan
2543,12674346,"Madhava Reddy Kamireddy","2024-10-03 08:56:11",0.78229,15,madhavareddy09
2544,12698395,"Leon Liu #3","2024-10-03 08:37:47",0.78229,1,h1deaki
2545,12695692,strohy,"2024-10-03 13:59:08",0.78229,8,strohy
2546,12699442,"Pratik Yuvraj Chougule","2024-10-03 14:42:08",0.78229,2,pratikyuvrajchougule
2547,12700938,Liasam,"2024-10-03 18:09:25",0.78229,1,liasam
2548,12701758,"Кирилл Алиев","2024-10-03 23:25:54",0.78229,10,kirill21ds
2549,12702854,"Noah Jacobson #2","2024-10-04 05:48:47",0.78229,8,noahjacobson08
2550,12704406,"Jorge Albert","2024-10-04 10:58:55",0.78229,1,jorgealbert
2551,12704341,Miguel_iceshot,"2024-10-04 11:08:11",0.78229,5,migueliceshot
2552,12576866,"Schuyler Ridenour","2024-10-04 16:07:18",0.78229,2,schuylerridenour
2553,12685739,"Alessandro Cardoso OP","2024-10-04 21:19:01",0.78229,15,alessandrocardosoop
2554,12706643,"Ava Larson","2024-10-04 20:09:46",0.78229,1,avalarson
2555,12672255,"Tsurimoto touya","2024-10-04 23:36:24",0.78229,6,tsurimototouya
2556,12707154,cyoung,"2024-10-05 01:05:53",0.78229,2,cyoung896
2557,12632646,"Natalia Shuniakova","2024-10-10 20:07:25",0.78229,27,nataliashuniakova
2558,12708033,"Curious Magna","2024-10-05 07:27:05",0.78229,3,praveshikamagesh
2559,12708959,"Simon Feinermann","2024-10-05 12:25:05",0.78229,4,simonfeinermann
2560,12706043,yebinjeong,"2024-10-05 16:45:36",0.78229,2,yebinjeong
2561,12696878,"Blake Temples","2024-10-05 21:15:48",0.78229,8,blaketemples
2562,12210542,"Kosei YAMASHIRO","2024-10-06 09:14:45",0.78229,18,koseiyamashiro
2563,11859195,uiireuiire,"2024-10-14 08:14:43",0.78229,8,uiireuiire
2564,12699508,"Freja J.","2024-10-06 12:20:56",0.78229,14,frejaj
2565,12711779,"David Rakhmonov","2024-10-13 12:04:05",0.78229,12,davidrakhmonov
2566,12713346,"SAIPUSHKAR NAGARAJ","2024-10-06 14:31:16",0.78229,1,saipushkarnagaraj
2567,308348,"Ростислав Бородин","2024-10-06 14:42:55",0.78229,6,roctbb
2568,12667714,"Muhammad Hafiz Fazli","2024-10-06 15:30:25",0.78229,3,mhafizfazli
2569,12696881,Adam12344,"2024-10-15 01:02:07",0.78229,21,adam12344
2570,12713771,"omid sakaki ghazvini","2024-10-06 16:44:41",0.78229,2,omidsakaki1370
2571,12614008,"Jair #2","2024-10-06 22:13:37",0.78229,2,jairferronato
2572,12715158,"Owen Sheridan","2024-10-13 09:20:49",0.78229,2,owensheridan
2573,12707801,"Yu Sasagawa","2024-10-07 04:27:32",0.78229,12,yusasagawa
2574,12717030,"KK #7","2024-10-16 07:51:19",0.78229,11,kkosuke618
2575,12716888,"Joanna Korońska","2024-10-10 10:53:24",0.78229,6,joannakoroska
2576,12718362,"Oliver Carey","2024-10-08 13:47:35",0.78229,9,olivercarey
2577,12712167,"Семён Гогов","2024-10-07 14:54:14",0.78229,16,duckgagaga
2578,12569673,"WAN TIAN HAO","2024-10-07 16:25:33",0.78229,4,wantianhao
2579,12719130,"Zhambyl Maksotov","2024-10-07 17:06:23",0.78229,2,zhambylmaksotov
2580,12650815,"Neha Palankar","2024-10-10 16:23:37",0.78229,22,nehapalankar
2581,12573424,"Nadir Abosaida","2024-10-08 00:04:11",0.78229,3,nadir21
2582,12547863,leehyeseul,"2024-10-08 04:10:43",0.78229,6,leehyeseul
2583,12707752,AlexVanAstrea,"2024-10-11 03:17:57",0.78229,49,alexvanastrea
2584,12724203,Adeizah,"2024-10-08 14:09:36",0.78229,1,adeizah
2585,12711209,Nepally1298,"2024-10-08 17:50:42",0.78229,6,nepally1298
2586,12725337,"Sergej Burlakov","2024-10-08 18:32:30",0.78229,4,sergiook
2587,12720114,LuigiFerrari14,"2024-10-14 17:00:58",0.78229,6,luigiferrari14
2588,12584703,iheng88,"2024-10-10 05:18:10",0.78229,11,iheng88
2589,12728688,"Artem Plaksin","2024-10-09 09:25:13",0.78229,4,artemplaksin
2590,12728850,Tulio.M.Torres,"2024-10-10 23:15:06",0.78229,7,tuliomtorres
2591,12729403,"Wouter Langenberg","2024-10-09 10:09:37",0.78229,1,wowthur
2592,12723057,SejunAhn,"2024-10-09 15:14:46",0.78229,2,sejunahn1234
2593,12601335,JordanYHChan,"2024-10-09 21:17:44",0.78229,17,jordanyhchan
2594,12731925,"armin Tourajmehr 1995","2024-10-09 20:54:07",0.78229,2,armintourajmehr1995
2595,12728360,NIHONJIN_YAMADA,"2024-10-16 12:47:37",0.78229,33,nihonjinyamada
2596,12681704,SeoYuBean,"2024-10-12 06:07:54",0.78229,31,seoyubean
2597,12733820,"Abhishek Kumar #22","2024-10-10 07:38:17",0.78229,1,abhi168
2598,12730574,"Sebastian Weidemann","2024-10-11 11:34:03",0.78229,16,sebastianweidemann
2599,12693004,asfsdg,"2024-10-10 13:38:01",0.78229,12,asfsdg
2600,12732141,"Simon Zocholl","2024-10-10 14:03:21",0.78229,1,simonzocholl
2601,10165299,"Dóra Szabados","2024-10-10 16:14:42",0.78229,5,draszabados
2602,12710161,Piotr-Fury,"2024-10-10 17:31:01",0.78229,7,piotrfury
2603,12737940,"Franziska Hinkelmann","2024-10-11 01:34:19",0.78229,3,franziskahinkelmann
2604,12734396,"Yuhsaku Yamazaki","2024-10-11 06:48:25",0.78229,8,yuhsakuyamazaki
2605,12735199,wangdonghao,"2024-10-12 11:28:58",0.78229,30,wangdonghao65
2606,12739175,"Akari Kataoka","2024-10-11 08:02:47",0.78229,4,akarikataoka
2607,12736286,Siqust,"2024-10-13 18:52:35",0.78229,8,siqust
2608,12711388,‍임민석,"2024-10-11 11:46:03",0.78229,2,dla020501
2609,12480940,Otona01,"2024-10-13 13:18:36",0.78229,2,otona01
2610,12656324,Yujiall,"2024-10-12 02:56:32",0.78229,6,yujiall
2611,12656327,"Hairong Zheng","2024-10-12 02:58:12",0.78229,19,hairongzheng
2612,12656371,zzyyuan,"2024-10-12 04:46:30",0.78229,19,zzyyuan
2613,12656380,"JunYi Yuan(Sally)","2024-10-12 04:45:53",0.78229,12,junyiyuansally
2614,12712659,"Yoon Yeomin","2024-10-13 01:29:15",0.78229,6,brightminary
2615,12656340,"XINGCHEN XU","2024-10-12 06:51:56",0.78229,4,joycexuqwe
2616,12687516,"Sampada Sakpal","2024-10-12 08:26:35",0.78229,6,sampadasakpal
2617,12745141,Bocchist,"2024-10-12 11:30:14",0.78229,1,bocchist
2618,12745181,Mattbbk,"2024-10-12 11:40:17",0.78229,1,mattbbk
2619,12417141,seongjun0308,"2024-10-12 12:46:39",0.78229,15,seongjun0308
2620,12745652,"Ximo Zhang","2024-10-12 14:02:19",0.78229,7,ximozhang
2621,12658257,cloapp,"2024-10-12 14:37:33",0.78229,6,cloapp
2622,12658282,"Xinyue Zhang #2","2024-10-12 14:01:24",0.78229,9,sharonzxy158
2623,12658259,wangxinruyi,"2024-10-12 14:42:46",0.78229,5,wangxinruyi
2624,5736389,PedroMMoraes,"2024-10-13 16:42:59",0.78229,13,pedrommoraes
2625,12709409,hyeals2,"2024-10-12 18:31:45",0.78229,2,hyeals2
2626,12711027,penguinseeker,"2024-10-13 00:00:36",0.78229,11,penguinseeker
2627,12487709,"AM H AM H","2024-10-12 21:38:19",0.78229,21,"amhamh,wx9750"
2628,12746470,July0308,"2024-10-13 05:59:11",0.78229,2,july0308
2629,12653030,AddyGaur,"2024-10-13 08:23:58",0.78229,4,addygaur
2630,12748389,"Sachin Gandal","2024-10-14 07:58:35",0.78229,10,sachingandal
2631,12284487,"Glauco Rampone","2024-10-14 08:24:03",0.78229,4,glaucorampone
2632,12739069,"Prateek Sharma #6","2024-10-13 12:45:37",0.78229,4,prateeksiu
2633,12749604,"Иван Саначев","2024-10-13 13:30:03",0.78229,3,sanachevivan
2634,12695192,Manearth,"2024-10-13 14:04:02",0.78229,3,lyfh0710
2635,9817847,"Tadiwa K","2024-10-13 14:10:36",0.78229,2,tadiwak
2636,12597616,sereejumroenrot,"2024-10-13 14:32:02",0.78229,2,sereejumroenrot
2637,12750690,"Omprakash Vishwakarma","2024-10-14 12:48:29",0.78229,6,omprakashvishwakarma
2638,12751347,"ANTONIO GUTIERREZ","2024-10-13 22:45:50",0.78229,1,agfabro
2639,12721307,luopuzhang,"2024-10-13 23:56:30",0.78229,3,luopuzhang
2640,12751765,jenneezee,"2024-10-14 02:37:28",0.78229,5,jenneezee
2641,12692011,jin22615,"2024-10-14 03:30:17",0.78229,2,jin22615
2642,12748764,YersultanYerbolat,"2024-10-14 04:43:23",0.78229,2,yerssssss
2643,12741681,"Praveen #15","2024-10-16 14:01:53",0.78229,16,praveenpdsml
2644,12752575,"Praveen Patel #2","2024-10-15 06:17:39",0.78229,8,praveenpateldsml
2645,12747917,"Георгий Луцкий","2024-10-15 09:45:19",0.78229,5,goshhhh
2646,12753208,wantangzhouzhou,"2024-10-14 08:51:29",0.78229,2,wantangzhouzhou
2647,12753926,"aAmrita sinha","2024-10-14 10:35:07",0.78229,2,aamritasinha
2648,12731368,"Alessio Repetto","2024-10-15 13:19:10",0.78229,24,alessiorepetto
2649,12755480,"Sadare Rahul","2024-10-14 15:22:37",0.78229,2,sadarerahul
2650,12752244,MaYaWei14,"2024-10-14 15:58:26",0.78229,3,mayawei14
2651,11089010,Dabcub,"2024-10-14 23:29:53",0.78229,5,dabcub
2652,10906757,"JJong B","2024-10-15 07:51:11",0.78229,8,jjongb
2653,4880937,NIWAPP,"2024-10-15 07:08:35",0.78229,3,niwapp
2654,12761180,"Marc Herrero Lazaro","2024-10-15 08:53:49",0.78229,10,marcherrerolazaro
2655,12643229,"Dehua M","2024-10-15 09:03:31",0.78229,7,dehuam
2656,12761340,"Jonathan Sauer","2024-10-15 09:44:51",0.78229,2,jonathansauer
2657,12753106,"Anuradha Benkar","2024-10-15 10:10:32",0.78229,4,anuradhabenkar
2658,12750966,"Nikhil Mahajan #4","2024-10-15 12:33:42",0.78229,19,mnik55
2659,12756065,"Angelo De Marco","2024-10-15 11:18:34",0.78229,18,angelodemarco
2660,12544145,SeeKMind,"2024-10-15 11:41:52",0.78229,7,seekmind
2661,12763382,"Tejas Lahamage","2024-10-15 15:09:07",0.78229,9,tejaslahamage
2662,12756340,"Amina Yegizbayeva","2024-10-15 15:13:31",0.78229,2,aminayzh
2663,12680371,"amit chaki","2024-10-15 15:56:44",0.78229,4,amitchaki
2664,12764277,"Sohaib Raoufy","2024-10-15 18:36:55",0.78229,5,sohaibraoufy
2665,12764692,comjun04,"2024-10-15 18:06:49",0.78229,1,comjun04
2666,12765102,"Meirbek Bakhtiar","2024-10-15 19:44:05",0.78229,2,meirbekbakhtiar
2667,12753953,"Tanatar Diana","2024-10-15 19:58:02",0.78229,3,tanatardiana
2668,11570524,Ilyes,"2024-10-15 23:04:39",0.78229,1,neex34
2669,12766426,"Pedro Tonso","2024-10-15 23:28:22",0.78229,5,pedrotonso
2670,12767948,"Gu Alana","2024-10-16 04:44:46",0.78229,3,gualana
2671,12768587,"Raj Singh565","2024-10-16 12:09:53",0.78229,2,rajsingh565
2672,12769185,"[Deleted] 9ce3e450-c8fd-4515-a5ca-fc13f16bd054","2024-10-16 06:30:39",0.78229,3,del=ddf6d9bd754d1871
2673,12769646,Sachin_023,"2024-10-16 07:36:22",0.78229,1,sachin023
2674,12769713,"Hervé Zumbach","2024-10-16 09:55:17",0.78229,2,hervzumbach
2675,12715902,"Yeon Ju Hwang","2024-10-16 11:47:44",0.78229,10,yeonjuhwang
2676,12740726,‍이지우(학부생-소프트웨어학부),"2024-10-16 12:29:57",0.78229,4,nowdays22
2677,12771679,"CHERKAOUI REDA ANOAR","2024-10-16 12:34:11",0.78229,1,cherkaouiredaanoar
2678,12772087,"이 승언","2024-10-16 13:34:28",0.78229,1,cnuleeseungeon
2679,12772435,zhangbinlong,"2024-10-16 14:14:06",0.78229,1,zhangbinlong
2680,12507496,"Jhang Jing","2024-08-17 12:24:07",0.77990,1,jhangjing
2681,7293580,YangWeiYaun,"2024-08-17 14:04:17",0.77990,1,yangweiyaun
2682,12507838,"Nod Huang","2024-08-17 14:27:44",0.77990,1,nodhuang
2683,12507924,Ryan.C24,"2024-08-17 14:59:26",0.77990,1,ryanc24
2684,12508016,luiyi.yang,"2024-08-17 15:35:10",0.77990,1,luiyiyang
2685,11876197,teruman,"2024-08-18 18:36:02",0.77990,6,teruman
2686,12508504,"Nicolás Nückell","2024-08-17 19:15:26",0.77990,1,nicolsnckell
2687,12504614,"Francesco Volpi Ghirardini","2024-09-15 01:28:27",0.77990,14,fravolpi
2688,6770506,Abhishek_Roy,"2024-08-17 20:22:46",0.77990,1,actuaryabhishekroy
2689,12498494,"R Jha","2024-08-17 20:36:18",0.77990,4,kjrish
2690,12508626,davidott,"2024-08-17 21:29:59",0.77990,2,eisbaer8
2691,12452202,schEnzel,"2024-08-19 08:13:30",0.77990,3,schenzel
2692,12443334,"Yukina Nakagawa","2024-08-18 11:22:44",0.77990,4,yukinanakagawa
2693,12510185,JGB,"2024-08-18 12:24:46",0.77990,1,johnbrenner
2694,12506291,Momotaro1226,"2024-08-18 14:21:09",0.77990,2,momotaro1226
2695,12463105,"Haris Ampas","2024-08-19 07:19:14",0.77990,12,harisampas
2696,12510459,"Nando Contato","2024-08-18 14:53:19",0.77990,3,nandocontato
2697,12510608,"Assia Kheddia","2024-08-18 15:23:42",0.77990,1,assiakheddia
2698,10502998,"Rafa kapard","2024-08-18 20:42:07",0.77990,8,rafakapard
2699,12511452,"Maxy Rojas","2024-08-18 23:37:19",0.77990,2,maxyrojas
2700,12500016,grammy2001,"2024-08-19 03:41:32",0.77990,2,grammy2001
2701,12512369,"Juan Kim","2024-08-19 06:46:17",0.77990,1,maijju
2702,12511332,C109110263,"2024-08-19 10:57:26",0.77990,2,c109110263
2703,12513476,UniqueALUO,"2024-08-22 19:43:01",0.77990,6,uniquealuo
2704,12511335,"Akshay Priyadarshi","2024-08-19 14:40:53",0.77990,2,priyadarshiakshay
2705,12513794,Zxcbbnm,"2024-08-19 15:13:36",0.77990,10,zxcbbnm
2706,12514067,suvrat-bhatta,"2024-08-19 16:03:49",0.77990,1,suvratbhatta
2707,11437156,VinayakGalande,"2024-08-20 06:13:05",0.77990,8,vinayakgalande
2708,12514538,"Metehan Akkoç","2024-08-20 12:41:43",0.77990,4,metehanakkoc
2709,12514630,HimsAI7,"2024-08-21 00:43:40",0.77990,8,himsai7
2710,12505935,"faris #2","2024-08-19 20:24:01",0.77990,3,faridazraf
2711,12514735,"Rıdvan Aslan","2024-08-28 01:17:06",0.77990,19,rdvanaslan
2712,12512268,yuwada0808,"2024-08-20 02:43:45",0.77990,7,yuwada0808
2713,12516899,"Curtis in kaggle","2024-08-26 14:13:19",0.77990,8,curtisinkaggle
2714,11661255,DarshPareek0162,"2024-08-21 07:41:59",0.77990,6,darshpareek0162
2715,12494190,Hitomi_A,"2024-08-22 05:47:11",0.77990,5,hitomia
2716,12517484,"JESUS JHONNY MENDEZ","2024-08-20 15:20:02",0.77990,1,jesusjhonny
2717,12517835,FrancsecoInsulla,"2024-08-20 17:29:08",0.77990,2,franinsu
2718,12518076,"Jakub Rybacki","2024-08-20 21:18:42",0.77990,4,jakubrybacki
2719,12518150,"Akinniyi Akinwande","2024-08-20 19:52:10",0.77990,1,akinniyiakinwande
2720,12518041,ErykEG,"2024-08-29 18:01:12",0.77990,12,erykeg
2721,12518598,"Jack #39","2024-08-21 01:11:18",0.77990,1,jackmustonen
2722,12518659,sunwoo209,"2024-10-14 11:48:53",0.77990,4,sunwoo209
2723,12518657,Cosmosun,"2024-08-21 02:47:11",0.77990,3,cosmosun
2724,12506614,Starfish-can,"2024-08-21 07:33:00",0.77990,8,starfishcan
2725,12519942,"Vannie Fan","2024-08-21 09:11:20",0.77990,1,vanniefan
2726,12517111,"Clem W","2024-08-21 19:12:40",0.77990,10,clemwo
2727,12155906,sonyumun,"2024-08-23 08:39:12",0.77990,4,gknnnnn
2728,12516770,"abdulelah ali alturki","2024-08-21 12:32:22",0.77990,2,abdulelahalialturki
2729,12521158,"Mingu Kim","2024-08-21 17:17:40",0.77990,2,mingufkim
2730,12115407,"Chris Lindahl","2024-08-21 19:49:29",0.77990,4,chrislindahl
2731,12521901,deew57,"2024-08-22 00:03:39",0.77990,5,deew57
2732,12413559,"Luis Troscianczuk","2024-09-06 18:37:00",0.77990,8,luis951
2733,12522471,"semi03 R06","2024-08-22 06:43:52",0.77990,3,semi03r06
2734,12522400,"semi07 R06","2024-08-22 06:45:29",0.77990,3,semi07r06
2735,12522556,"semi02 R06","2024-08-23 00:47:19",0.77990,4,semi02r06
2736,12522623,"Semi01 R06","2024-08-22 06:46:11",0.77990,2,semi01r06
2737,12522933,"Meiyarasu k","2024-10-16 12:00:07",0.77990,2,meiyarasuk
2738,12500750,"Szabo Andras","2024-08-22 08:14:53",0.77990,2,szaboandras
2739,12523634,MaximVader22,"2024-08-22 11:48:27",0.77990,1,maximvader22
2740,12523441,lofftavelglarn,"2024-08-22 12:56:05",0.77990,6,lofftavelglarn
2741,12524469,"Juan C. Barrera","2024-08-27 16:44:13",0.77990,7,juancbarrera
2742,12524515,"Prakhov Daniil","2024-08-22 16:37:29",0.77990,3,prakhovdaniil
2743,12524597,EmilioMunozAI,"2024-09-01 18:11:13",0.77990,8,emiliomunozai
2744,12514649,"Hana Feki","2024-08-22 20:17:00",0.77990,2,hanafeki
2745,12505815,hp_hacks,"2024-08-28 03:51:22",0.77990,7,hphacks
2746,12526190,Vermyosotis,"2024-08-23 12:32:04",0.77990,7,vermyosotis
2747,12527863,CitizenFourCF4,"2024-08-23 19:23:41",0.77990,6,citizenfourcf4
2748,12523960,TheHypnotic,"2024-08-23 19:34:36",0.77990,11,thehypnotic
2749,12518131,Afreed,"2024-08-24 18:16:54",0.77990,14,afreedmohammad
2750,12466543,Pcheung1942,"2024-08-24 04:02:58",0.77990,1,pcheung1942
2751,12051662,"Asrın Yılmaz","2024-08-24 09:53:02",0.77990,6,asrnylmaz
2752,12348217,kuraken,"2024-08-24 11:38:08",0.77990,4,kuraken
2753,12529478,"Barghav Dhamodharan","2024-08-24 11:48:52",0.77990,7,barghavdhamodharan
2754,12526372,wuhonglei,"2024-08-24 13:59:03",0.77990,7,wuhonglei
2755,12530316,"Aymen #4","2024-08-24 16:44:42",0.77990,2,aymenradhouen
2756,12528141,"mostar bridge","2024-08-26 06:26:26",0.77990,33,mostarbridge
2757,12530803,proteston,"2024-08-24 22:29:31",0.77990,9,proteston
2758,12526277,"Ahmet Servet","2024-08-26 06:12:53",0.77990,23,ahmetservet
2759,12531176,XheckMate,"2024-08-25 03:04:58",0.77990,1,xheckmate
2760,12464103,"Vy Ta code","2024-08-25 10:02:24",0.77990,10,vytacode
2761,12532688,"Bobby #8","2024-08-25 15:56:30",0.77990,4,robfield
2762,12489724,ArthurVP,"2024-08-25 16:00:30",0.77990,3,arthurvp
2763,12533039,"Christoph Eikemeier","2024-08-25 18:26:51",0.77990,6,christopheikemeier
2764,12533163,"abanoub ibrahim1111","2024-08-26 17:32:07",0.77990,3,abanoubibrahim1111
2765,12533094,"apoorv kumar","2024-08-30 14:23:47",0.77990,3,apoorvkumar
2766,6027789,"Jesse Skinner","2024-08-25 21:33:56",0.77990,3,jesseskinner
2767,12534079,RogerRabbit420,"2024-08-28 04:52:36",0.77990,11,rogerrabbit420
2768,11997760,KristiaanG,"2024-08-26 13:36:11",0.77990,1,kristiaang
2769,12535612,"Luca Minardi","2024-08-26 13:52:02",0.77990,1,lucaminardi
2770,12465782,"Shirisha Bathula","2024-08-26 16:35:38",0.77990,4,shirishabathula
2771,12536113,ram_charan_gubbala,"2024-08-26 17:05:58",0.77990,2,ramcharangubbala
2772,12536821,"Emre Çeviker","2024-08-27 00:15:03",0.77990,1,emreeviker
2773,12537910,"daf utbhg","2024-08-27 07:06:40",0.77990,1,dafutbhg
2774,12538724,boetzvtanke,"2024-08-27 15:05:16",0.77990,8,boetzvtanke
2775,12536881,"Samuel Latto","2024-08-27 19:59:27",0.77990,2,samuellatto
2776,11956223,Kitasuga,"2024-08-27 20:41:17",0.77990,1,kitasuga
2777,12540400,mattmartinez2006,"2024-08-28 23:14:26",0.77990,8,mattmartinez2006
2778,6313844,"Marcelo Claure","2024-08-28 01:41:45",0.77990,6,mclaure
2779,12540757,DanieLelou,"2024-08-28 02:33:44",0.77990,3,danielelou
2780,12540803,"chen pitang1","2024-08-28 02:52:06",0.77990,1,chenpitang1
2781,12534173,mitsu14,"2024-08-28 04:53:16",0.77990,7,mitsu14
2782,12534555,Erinnnnnnnnnnnnn,"2024-08-28 05:29:40",0.77990,2,erinnnnnnnnnnnnn
2783,12541222,kawaksohi,"2024-08-28 05:49:09",0.77990,1,kooshi
2784,12483930,"Talip Akhan","2024-08-28 06:40:49",0.77990,3,talipakhan
2785,12542509,anwyuri,"2024-08-28 13:18:48",0.77990,1,anwyuri
2786,12542687,wiserice1,"2024-08-28 13:58:46",0.77990,1,wiserice1
2787,12543036,"Nathan Piccola","2024-08-28 16:07:12",0.77990,1,nathanpiccola
2788,12543067,MatthewBradbury,"2024-08-28 21:06:00",0.77990,3,rollypants
2789,12325387,"Lorenzo #4","2024-08-28 19:08:25",0.77990,4,lorenzo42
2790,12543786,"Duygu Jones","2024-08-29 06:35:44",0.77990,6,duygujones
2791,12545458,yellow-e,"2024-08-29 09:50:18",0.77990,2,yellowe
2792,12545682,MockUp,"2024-08-29 10:49:17",0.77990,1,mockup
2793,12416511,"goutam munda","2024-08-29 11:00:15",0.77990,4,goutammunda
2794,12546470,"Екатерина Алексеевна Шелепова","2024-08-29 15:47:41",0.77990,2,eshelepova
2795,12510909,"Omar Shepl","2024-08-29 17:00:55",0.77990,10,omarshepl
2796,12547083,"Feras Nassar 4","2024-08-29 19:26:25",0.77990,2,ferasnassar4
2797,12501603,"Matt Pinkerton","2024-08-29 23:39:59",0.77990,2,mattpinkerton
2798,12547628,tt219493,"2024-08-30 06:47:41",0.77990,5,tt219493
2799,12522898,nishaokai,"2024-09-04 07:16:23",0.77990,27,nishaokai
2800,12548412,"YAO YU HO","2024-08-30 07:22:20",0.77990,1,yaoyuho
2801,9435132,"Ze-Han Fang","2024-08-30 07:23:10",0.77990,2,zehanfang
2802,12548416,Dowawa,"2024-08-30 07:23:11",0.77990,1,dowawa
2803,12548417,justlm1206,"2024-08-30 07:23:12",0.77990,1,justlm1206
2804,12548418,"Frisbee Ko","2024-08-30 07:23:12",0.77990,1,frisbeeko
2805,12548419,Ichun0720,"2024-08-30 07:23:19",0.77990,1,ichun0720
2806,12548420,"Chun-Chieh Chen","2024-08-30 07:23:19",0.77990,1,chunchiehchen
2807,12548424,"Wen Yuan","2024-08-30 07:24:34",0.77990,1,wen0218
2808,12548425,"Hank Hwatai","2024-08-30 07:24:38",0.77990,1,hankhwatai
2809,12548431,HubertWang0226Taiwan,"2024-08-30 07:25:49",0.77990,1,hubertwang0226taiwan
2810,12548442,yirucarol,"2024-08-30 07:28:04",0.77990,1,yirucarol
2811,12548482,"Hsin Jung Sung","2024-08-30 07:35:15",0.77990,1,hsinjungsung
2812,12548522,Philas12,"2024-08-30 07:44:52",0.77990,1,philas12
2813,12520018,"Michael Huether","2024-09-17 09:22:47",0.77990,40,michueth
2814,12550163,"Maxell Milay","2024-08-30 16:55:15",0.77990,1,maxellmilay
2815,3268341,juanedo,"2024-09-02 16:37:50",0.77990,14,juanedo
2816,12494857,Gabriel00000,"2024-08-30 18:42:31",0.77990,13,gabriel00000
2817,12550627,Geruto,"2024-08-30 21:53:01",0.77990,2,geruto
2818,12550668,"Nishant Rajput #3","2024-08-30 22:14:08",0.77990,3,nishantrajput23
2819,12551993,JAHNVIADhera,"2024-08-31 10:38:34",0.77990,1,jahnviadhera
2820,9828852,"Zuoyu Wu","2024-08-31 11:12:37",0.77990,1,zuoyuwu
2821,12552177,Kawamasu,"2024-09-01 16:07:13",0.77990,2,kawamasu
2822,12552184,cobaltblue122,"2024-09-03 12:03:26",0.77990,6,cobaltblue122
2823,12552264,Miryu-PS,"2024-08-31 12:44:31",0.77990,10,miryups
2824,12552321,"Herman Palchuk","2024-08-31 13:29:36",0.77990,8,hermanpalchuk
2825,12540673,tktls20,"2024-09-05 10:52:07",0.77990,23,tktls20
2826,12552965,Biklosh,"2024-08-31 20:07:40",0.77990,5,biklosh
2827,12552928,"Mayur G D","2024-09-01 10:29:44",0.77990,11,mayurgd
2828,12553133,"DEBANUJ ROY","2024-08-31 20:01:15",0.77990,2,debanujroy
2829,11859399,adallon,"2024-09-15 19:57:24",0.77990,6,adallon
2830,11627829,"Tomer Atar","2024-08-31 21:58:13",0.77990,1,tomeratar
2831,12552053,"Daniel Bohler","2024-08-31 22:30:21",0.77990,2,danielbohler
2832,12552535,"Thiago Tim","2024-09-03 01:30:51",0.77990,12,thiagotim
2833,3458157,"Akhil Sangaonkar","2024-09-01 15:38:51",0.77990,29,akhilsangaonkar
2834,12545706,"The Wolverines","2024-09-01 11:59:31",0.77990,10,jimmymena
